ID;Gender;Ever_Married;Graduated;Profession;Spending_Score;Age_Category;Family_Size_Cat
466457;F;Yes;;Lawyer;Low;Over 53;5 or more people
466463;F;No;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
466464;F;Yes;Yes;Homemaker;Average;Between 41 and 53;2 people
466466;F;;No;Healthcare;Low;Under 30;5 or more people
466467;F;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
466468;M;No;Yes;Doctor;Low;Under 30;3 or 4 people
466474;M;No;Yes;Entertainment;Low;Between 30 and 41;3 or 4 people
466478;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
466483;M;No;Yes;Healthcare;Low;Between 30 and 41;1 person
466486;F;Yes;Yes;Doctor;Low;Between 30 and 41;2 people
466488;M;Yes;Yes;Entertainment;Average;Over 53;5 or more people
466490;F;Yes;No;Lawyer;High;Over 53;2 people
466493;M;Yes;No;Lawyer;High;Over 53;2 people
466500;F;Yes;Yes;Artist;High;Between 41 and 53;3 or 4 people
466501;M;Yes;Yes;Engineer;Average;Between 41 and 53;3 or 4 people
466502;M;No;No;Healthcare;Low;Under 30;5 or more people
466516;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466517;F;No;No;Engineer;Low;Between 30 and 41;1 person
466526;M;No;No;Healthcare;Low;Under 30;5 or more people
466527;F;Yes;No;Marketing;Low;Between 41 and 53;1 person
466530;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466533;F;No;Yes;Entertainment;Low;Over 53;1 person
466535;M;No;Yes;Artist;Low;Under 30;1 person
466536;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466538;M;Yes;Yes;Lawyer;High;Over 53;2 people
466541;M;No;Yes;Entertainment;Low;Between 30 and 41;3 or 4 people
466543;M;No;Yes;Doctor;Low;Under 30;2 people
466545;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466550;F;;No;Healthcare;Low;Under 30;3 or 4 people
466552;M;Yes;No;Entertainment;Low;Under 30;2 people
466553;M;Yes;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
466556;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466562;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466564;F;No;No;Marketing;Low;Under 30;3 or 4 people
466565;M;Yes;No;Artist;Average;Between 30 and 41;2 people
466576;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466586;M;No;No;Healthcare;Low;Under 30;2 people
466588;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466596;F;Yes;Yes;Artist;High;Over 53;2 people
466603;M;Yes;Yes;Engineer;Average;Between 30 and 41;2 people
466606;F;Yes;Yes;Engineer;Low;Between 30 and 41;3 or 4 people
466613;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466623;M;Yes;;Entertainment;Average;Over 53;3 or 4 people
466628;M;No;No;Healthcare;Low;Between 30 and 41;3 or 4 people
466631;M;Yes;Yes;Artist;Low;Over 53;3 or 4 people
466634;M;No;No;Healthcare;Low;Under 30;5 or more people
466635;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
466644;F;No;Yes;Homemaker;Low;Between 41 and 53;2 people
466650;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466652;F;Yes;Yes;Doctor;Average;Over 53;2 people
466655;M;Yes;No;Executive;Low;Over 53;2 people
466656;M;Yes;Yes;Marketing;High;Over 53;2 people
466658;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466662;F;No;No;Engineer;Low;Between 30 and 41;2 people
466665;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
466666;F;Yes;Yes;Healthcare;Low;Under 30;2 people
466671;F;;No;Healthcare;Low;Under 30;3 or 4 people
466686;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466687;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466688;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466689;M;No;Yes;Artist;Low;Under 30;3 or 4 people
466696;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
466704;M;Yes;Yes;Doctor;Average;Between 41 and 53;2 people
466705;M;Yes;No;Lawyer;Low;Over 53;3 or 4 people
466707;F;Yes;Yes;Homemaker;Low;Between 41 and 53;3 or 4 people
466713;F;Yes;Yes;Artist;High;Over 53;3 or 4 people
466718;M;Yes;;Executive;High;Over 53;2 people
466720;F;Yes;No;Lawyer;Low;Over 53;1 person
466721;M;Yes;Yes;Doctor;Average;Between 30 and 41;2 people
466725;F;Yes;No;Lawyer;High;Over 53;2 people
466731;F;Yes;Yes;Engineer;Low;Between 30 and 41;2 people
466732;F;Yes;Yes;Engineer;High;Between 41 and 53;2 people
466733;F;No;No;Homemaker;Low;Between 30 and 41;2 people
466735;M;No;No;Healthcare;Low;Under 30;2 people
466746;F;Yes;Yes;Lawyer;High;Over 53;2 people
466749;M;No;;Healthcare;Low;Under 30;5 or more people
466750;F;No;;Healthcare;Low;Under 30;3 or 4 people
466751;F;No;;Healthcare;Low;Under 30;3 or 4 people
466752;M;Yes;Yes;Healthcare;Low;Between 30 and 41;1 person
466753;F;Yes;Yes;Artist;Average;Over 53;2 people
466754;F;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
466759;F;No;No;Healthcare;Low;Under 30;2 people
466760;M;Yes;Yes;Doctor;Average;Between 41 and 53;3 or 4 people
466765;F;Yes;Yes;Lawyer;Low;Over 53;2 people
466769;F;No;Yes;Entertainment;Low;Under 30;3 or 4 people
466775;F;Yes;Yes;Lawyer;Low;Over 53;2 people
466776;M;Yes;Yes;Lawyer;Low;Over 53;1 person
466777;F;Yes;Yes;Homemaker;Average;Between 41 and 53;2 people
466778;M;Yes;Yes;Entertainment;Low;Between 30 and 41;2 people
466788;M;No;No;Doctor;Low;Under 30;2 people
466790;M;Yes;Yes;Doctor;Average;Between 41 and 53;2 people
466791;M;Yes;No;Lawyer;Low;Over 53;1 person
466792;F;Yes;No;Lawyer;Low;Over 53;1 person
466795;M;;Yes;Entertainment;Average;Over 53;5 or more people
466799;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466802;F;;Yes;Engineer;Low;Between 30 and 41;1 person
466804;F;;Yes;Homemaker;Low;Between 30 and 41;1 person
466807;F;;Yes;Healthcare;Low;Between 30 and 41;1 person
466808;F;No;No;Engineer;Low;Between 30 and 41;1 person
466810;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466811;M;No;No;Healthcare;Low;Under 30;2 people
466813;M;Yes;Yes;Artist;Low;Over 53;2 people
466814;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466815;M;No;No;Healthcare;Low;Between 30 and 41;5 or more people
466816;M;Yes;Yes;Lawyer;High;Over 53;2 people
466818;M;Yes;No;Executive;High;Over 53;2 people
466826;M;Yes;Yes;Entertainment;Low;Between 30 and 41;2 people
466832;F;Yes;Yes;Artist;Average;Over 53;2 people
466833;M;Yes;Yes;Artist;Low;Over 53;2 people
466846;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466863;F;No;No;Homemaker;Low;Between 30 and 41;1 person
466867;F;No;No;Homemaker;Low;Under 30;1 person
466871;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
466874;M;Yes;Yes;Entertainment;Average;Between 30 and 41;3 or 4 people
466884;F;Yes;No;Doctor;Low;Between 41 and 53;1 person
466886;F;No;No;Marketing;Low;Between 41 and 53;1 person
466891;F;Yes;No;Homemaker;Low;Between 41 and 53;1 person
466905;M;Yes;Yes;Artist;Low;Over 53;1 person
466906;M;No;Yes;Artist;Low;Over 53;2 people
466908;M;Yes;Yes;Entertainment;Low;Over 53;2 people
466909;M;Yes;Yes;Artist;Low;Over 53;2 people
466910;M;Yes;Yes;Entertainment;Low;Over 53;1 person
466917;M;Yes;No;Executive;Low;Between 30 and 41;2 people
466918;M;Yes;Yes;Artist;Average;Over 53;1 person
466920;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466923;F;No;No;Homemaker;Low;Under 30;1 person
466926;M;No;No;Healthcare;Low;Under 30;2 people
466927;M;No;No;Engineer;Low;Under 30;5 or more people
466936;M;Yes;No;Lawyer;High;Over 53;3 or 4 people
466938;M;Yes;Yes;Artist;Low;Over 53;1 person
466939;M;Yes;No;Lawyer;High;Over 53;2 people
466951;F;Yes;Yes;Artist;High;Between 41 and 53;3 or 4 people
466954;F;Yes;No;Doctor;Average;Over 53;2 people
466955;M;Yes;No;Entertainment;Low;Over 53;3 or 4 people
466956;F;Yes;Yes;Artist;Low;Over 53;1 person
466961;F;Yes;Yes;Artist;Average;Over 53;2 people
466966;M;Yes;Yes;Entertainment;Average;Over 53;2 people
466967;M;Yes;Yes;Artist;Low;Between 41 and 53;1 person
466970;F;Yes;Yes;Homemaker;Low;Between 30 and 41;2 people
466971;M;No;Yes;Executive;Low;Over 53;3 or 4 people
466975;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
466990;M;Yes;Yes;Entertainment;Average;Between 41 and 53;2 people
466996;F;No;Yes;Artist;Low;Between 30 and 41;1 person
466998;F;Yes;No;Artist;Average;Over 53;3 or 4 people
466999;M;No;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
467000;F;No;Yes;Artist;Low;Between 30 and 41;5 or more people
467008;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
467009;F;No;No;Homemaker;Low;Between 30 and 41;3 or 4 people
467022;M;No;Yes;Artist;Low;Under 30;5 or more people
467023;M;Yes;No;Doctor;Average;Under 30;2 people
467025;F;No;No;Engineer;Low;Under 30;3 or 4 people
467044;F;No;Yes;Marketing;Low;Between 41 and 53;1 person
467046;F;No;No;Doctor;Low;Under 30;5 or more people
467050;F;No;No;Engineer;Low;Under 30;5 or more people
467053;M;No;No;Healthcare;Low;Under 30;3 or 4 people
467058;M;Yes;No;Executive;High;Over 53;2 people
467060;M;No;No;Engineer;Low;Between 30 and 41;2 people
467063;M;Yes;Yes;Entertainment;Average;Between 41 and 53;2 people
467073;M;No;Yes;Engineer;Low;Between 41 and 53;1 person
467078;F;Yes;No;Healthcare;High;Under 30;2 people
467079;M;Yes;Yes;Artist;Low;Between 30 and 41;2 people
467084;M;Yes;Yes;Artist;Average;Between 30 and 41;5 or more people
467085;M;No;Yes;Entertainment;Low;Between 41 and 53;2 people
467088;M;Yes;Yes;Artist;Low;Over 53;1 person
467092;F;No;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
467093;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
467098;M;Yes;No;Executive;Low;Over 53;2 people
467099;F;No;No;Entertainment;Low;Under 30;3 or 4 people
467107;M;Yes;Yes;Engineer;Average;Between 30 and 41;3 or 4 people
467111;M;Yes;Yes;Artist;Low;Over 53;1 person
467112;M;No;Yes;Artist;Low;Between 30 and 41;2 people
467113;M;Yes;Yes;Lawyer;Low;Over 53;1 person
467114;M;Yes;Yes;Marketing;Average;Over 53;3 or 4 people
467116;M;Yes;Yes;Executive;High;Over 53;2 people
467119;M;Yes;No;Marketing;High;Between 30 and 41;3 or 4 people
467121;M;Yes;Yes;Doctor;Low;Between 41 and 53;2 people
467125;M;Yes;No;Entertainment;Average;Between 41 and 53;3 or 4 people
467127;M;Yes;No;Lawyer;Low;Over 53;1 person
467129;F;;No;Marketing;Average;Between 41 and 53;3 or 4 people
467132;F;Yes;Yes;Engineer;Low;Over 53;2 people
467136;M;Yes;No;Entertainment;Average;Between 30 and 41;3 or 4 people
467137;F;Yes;Yes;Engineer;Low;Over 53;1 person
467138;F;No;No;Homemaker;Low;Between 30 and 41;1 person
467139;F;No;Yes;Artist;Low;Under 30;3 or 4 people
467143;F;No;No;Lawyer;Low;Between 41 and 53;3 or 4 people
467144;M;Yes;Yes;Entertainment;Low;Between 30 and 41;2 people
467146;F;No;No;Homemaker;Low;Under 30;1 person
467147;M;No;Yes;Entertainment;Low;Between 41 and 53;1 person
467153;F;Yes;Yes;Artist;Low;Between 41 and 53;2 people
467157;M;Yes;Yes;Executive;High;Between 30 and 41;5 or more people
467158;F;No;No;Healthcare;Low;Under 30;2 people
467159;F;Yes;Yes;Homemaker;High;Between 30 and 41;2 people
467160;M;Yes;No;;Average;Between 41 and 53;2 people
467165;F;No;No;Homemaker;Low;Under 30;1 person
467167;M;Yes;Yes;Artist;Average;Over 53;2 people
467168;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
467172;M;No;;Artist;Low;Between 30 and 41;2 people
467180;M;Yes;Yes;Healthcare;Low;Between 41 and 53;3 or 4 people
467183;M;Yes;Yes;Entertainment;Average;Between 41 and 53;3 or 4 people
467185;M;No;Yes;Artist;Low;Under 30;3 or 4 people
467189;F;Yes;Yes;Artist;High;Between 41 and 53;3 or 4 people
467193;M;Yes;Yes;Artist;Low;Over 53;2 people
467201;F;No;Yes;Engineer;Low;Between 30 and 41;5 or more people
467202;M;Yes;No;Doctor;Low;Under 30;3 or 4 people
467208;F;Yes;Yes;Homemaker;High;Between 30 and 41;2 people
467212;F;No;Yes;Doctor;Low;Under 30;3 or 4 people
467216;F;No;Yes;Entertainment;Low;Under 30;1 person
467217;F;Yes;Yes;Lawyer;High;Over 53;2 people
467218;F;No;Yes;Artist;Low;Under 30;1 person
467223;F;Yes;Yes;Engineer;Average;Over 53;3 or 4 people
467227;F;No;Yes;Artist;Low;Between 41 and 53;1 person
467230;M;No;No;Healthcare;Low;Under 30;3 or 4 people
467232;M;No;No;Entertainment;Low;Under 30;2 people
467233;F;No;No;Artist;Low;Over 53;2 people
467235;F;No;Yes;Artist;Low;Between 30 and 41;2 people
467238;F;No;No;Doctor;Low;Under 30;3 or 4 people
467239;F;No;No;Engineer;Low;Under 30;3 or 4 people
467241;F;No;Yes;Artist;Low;Between 30 and 41;1 person
467242;M;No;No;Doctor;Low;Under 30;3 or 4 people
467247;F;No;No;Engineer;Low;Under 30;2 people
467256;M;No;No;Healthcare;Low;Under 30;3 or 4 people
467260;M;No;No;Doctor;Low;Under 30;3 or 4 people
467263;F;No;No;Marketing;Low;Between 30 and 41;1 person
467268;M;Yes;Yes;Lawyer;Low;Over 53;1 person
467275;M;No;Yes;Healthcare;Low;Under 30;2 people
467281;M;Yes;Yes;Lawyer;Low;Over 53;3 or 4 people
467283;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
467288;F;No;No;Healthcare;Low;Under 30;5 or more people
467296;F;Yes;Yes;Artist;Average;Over 53;2 people
467300;F;Yes;Yes;Artist;Low;Between 41 and 53;1 person
467301;F;Yes;No;Lawyer;Low;Over 53;2 people
467303;M;Yes;Yes;Doctor;Average;Between 30 and 41;2 people
467309;F;No;Yes;Engineer;Low;Between 30 and 41;1 person
467311;M;Yes;Yes;Lawyer;High;Over 53;3 or 4 people
467312;F;Yes;Yes;Artist;Low;Over 53;2 people
467313;M;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
467314;M;Yes;No;Artist;Average;Between 30 and 41;2 people
467317;M;No;Yes;Artist;Low;Between 41 and 53;1 person
467318;M;Yes;Yes;Doctor;Low;Between 30 and 41;2 people
467322;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
467325;F;Yes;Yes;Lawyer;High;Over 53;2 people
467329;F;No;Yes;Doctor;Low;Between 30 and 41;1 person
467338;F;No;Yes;Healthcare;Low;Under 30;5 or more people
467339;M;;Yes;Artist;Average;Over 53;3 or 4 people
467344;M;Yes;Yes;Lawyer;Low;Over 53;2 people
467345;M;Yes;Yes;Lawyer;Low;Over 53;1 person
467346;M;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
467352;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
467355;M;No;No;Healthcare;Low;Under 30;3 or 4 people
467357;M;Yes;Yes;;Low;Over 53;2 people
467358;F;Yes;Yes;Artist;Average;Between 41 and 53;5 or more people
467359;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
467365;M;No;Yes;Artist;Low;Between 30 and 41;1 person
467367;M;Yes;Yes;Lawyer;Low;Over 53;2 people
467369;M;No;Yes;Artist;Low;Between 30 and 41;3 or 4 people
467373;M;No;Yes;Healthcare;Low;Under 30;1 person
467375;M;Yes;Yes;Entertainment;Low;Between 30 and 41;3 or 4 people
467378;F;Yes;Yes;Artist;Average;Over 53;2 people
467384;M;No;Yes;;Low;Between 30 and 41;1 person
467385;M;No;No;Artist;Low;Over 53;2 people
467389;M;No;No;Engineer;Low;Between 41 and 53;2 people
467393;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
467398;M;Yes;No;Entertainment;Low;Between 30 and 41;2 people
467399;M;Yes;Yes;Doctor;Low;Under 30;3 or 4 people
467403;F;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
467410;F;Yes;Yes;Lawyer;Low;Over 53;2 people
467415;F;No;Yes;Healthcare;Low;Under 30;1 person
467419;F;Yes;Yes;Artist;Low;Between 30 and 41;1 person
467421;M;Yes;No;Doctor;Average;Between 41 and 53;3 or 4 people
467422;F;Yes;Yes;Artist;Average;Over 53;2 people
467423;M;Yes;Yes;Artist;Low;Over 53;1 person
467434;M;No;Yes;Entertainment;Low;Between 30 and 41;3 or 4 people
467437;F;Yes;Yes;Lawyer;High;Over 53;2 people
467438;M;No;No;Entertainment;Low;Under 30;3 or 4 people
467441;M;No;Yes;Artist;Low;Between 30 and 41;1 person
467442;M;Yes;Yes;Artist;Average;Over 53;2 people
467444;F;Yes;Yes;Artist;Low;Between 30 and 41;2 people
467445;M;Yes;No;Doctor;Low;Between 30 and 41;2 people
467449;F;Yes;Yes;Lawyer;Low;Over 53;2 people
467451;F;Yes;Yes;Artist;Low;Between 41 and 53;1 person
467455;F;No;Yes;Artist;Low;Between 30 and 41;2 people
467456;M;Yes;No;Executive;High;Between 41 and 53;3 or 4 people
467457;F;No;Yes;Marketing;Low;Under 30;5 or more people
467459;M;Yes;Yes;Executive;High;Between 41 and 53;5 or more people
467463;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
467468;F;No;No;Healthcare;Low;Under 30;5 or more people
467472;M;Yes;Yes;Executive;High;Over 53;3 or 4 people
467474;M;No;No;Healthcare;Low;Under 30;5 or more people
467479;M;Yes;Yes;Executive;Average;Between 30 and 41;3 or 4 people
467481;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
467482;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
467487;M;Yes;No;Artist;Average;Between 41 and 53;5 or more people
467488;F;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
467492;F;Yes;Yes;Doctor;Low;Over 53;2 people
467493;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
467499;M;Yes;Yes;Artist;Low;Between 30 and 41;3 or 4 people
467500;F;Yes;Yes;Artist;High;Under 30;2 people
467503;F;No;Yes;Artist;Low;Under 30;3 or 4 people
467504;F;;No;Doctor;Low;Between 30 and 41;3 or 4 people
467505;M;Yes;Yes;Artist;Low;Between 30 and 41;3 or 4 people
467510;M;Yes;Yes;Entertainment;Low;Between 41 and 53;3 or 4 people
467511;M;Yes;Yes;Entertainment;Low;Over 53;1 person
467514;M;No;Yes;Artist;Low;Between 30 and 41;3 or 4 people
467518;M;No;No;Doctor;Low;Under 30;2 people
467532;M;Yes;Yes;Artist;Low;Between 41 and 53;1 person
467533;M;Yes;Yes;Lawyer;Low;Over 53;1 person
467537;F;Yes;No;Lawyer;High;Over 53;3 or 4 people
467539;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
467540;M;Yes;Yes;Healthcare;Average;Between 41 and 53;3 or 4 people
467542;M;No;Yes;Healthcare;Low;Between 30 and 41;1 person
467557;F;Yes;Yes;Artist;Average;Over 53;2 people
467559;M;Yes;Yes;Executive;Average;Over 53;3 or 4 people
467565;M;Yes;Yes;Artist;Low;Over 53;3 or 4 people
467569;M;No;No;Healthcare;Low;Under 30;3 or 4 people
467570;M;No;No;Healthcare;Low;Under 30;2 people
467576;M;Yes;Yes;Doctor;Average;Between 41 and 53;3 or 4 people
467579;M;No;Yes;Doctor;Low;Between 30 and 41;1 person
467580;M;No;Yes;Doctor;Low;Under 30;3 or 4 people
467588;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
467589;M;No;No;Entertainment;Low;Between 30 and 41;1 person
467592;M;Yes;Yes;Entertainment;Low;Between 30 and 41;2 people
467595;F;No;Yes;Healthcare;Low;Under 30;1 person
467596;M;Yes;No;Artist;Low;Between 41 and 53;5 or more people
467604;M;No;No;Healthcare;Low;Under 30;5 or more people
467608;M;No;Yes;Engineer;Low;Under 30;1 person
467609;M;No;No;Artist;Low;Between 41 and 53;3 or 4 people
467610;F;Yes;Yes;Lawyer;Low;Over 53;1 person
467612;M;Yes;Yes;Executive;Low;Over 53;2 people
467614;M;Yes;No;Artist;Average;Between 30 and 41;2 people
467620;M;Yes;Yes;Lawyer;Low;Over 53;3 or 4 people
467621;M;Yes;Yes;Lawyer;Low;Over 53;1 person
467623;M;Yes;Yes;;High;Over 53;2 people
467629;M;Yes;Yes;Artist;Low;Between 41 and 53;1 person
467635;F;No;Yes;Artist;Low;Between 30 and 41;1 person
467641;M;Yes;Yes;Doctor;Average;Between 41 and 53;2 people
467643;M;No;Yes;Artist;Low;Between 41 and 53;1 person
467654;F;Yes;Yes;Artist;High;Over 53;3 or 4 people
467657;M;No;No;Healthcare;Low;Under 30;3 or 4 people
467658;M;No;No;Healthcare;Low;Under 30;3 or 4 people
467659;M;Yes;Yes;Entertainment;Average;Over 53;2 people
467664;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
467666;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
467667;M;Yes;No;Doctor;Low;Between 30 and 41;2 people
467669;M;Yes;No;Lawyer;High;Over 53;2 people
467673;M;Yes;No;Executive;High;Between 41 and 53;3 or 4 people
467678;M;No;No;Marketing;Low;Over 53;2 people
467679;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
467683;M;Yes;Yes;Healthcare;High;Under 30;3 or 4 people
467684;M;No;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
467685;M;Yes;No;Marketing;High;Between 41 and 53;5 or more people
467693;M;Yes;Yes;Entertainment;High;Over 53;5 or more people
467694;M;Yes;Yes;Executive;High;Over 53;2 people
467699;F;Yes;Yes;Doctor;Average;Under 30;2 people
467705;M;Yes;Yes;Artist;Low;Between 30 and 41;2 people
467706;F;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
467707;M;Yes;Yes;Lawyer;High;Over 53;2 people
467710;F;No;Yes;Artist;Low;Between 30 and 41;3 or 4 people
467715;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
467721;M;No;Yes;Entertainment;Low;Between 30 and 41;1 person
467723;M;Yes;No;Executive;Low;Over 53;5 or more people
467726;M;Yes;Yes;Lawyer;High;Over 53;2 people
467727;M;Yes;Yes;Artist;High;Over 53;3 or 4 people
467728;F;Yes;No;Engineer;High;Between 41 and 53;5 or more people
467729;M;Yes;Yes;Entertainment;Average;Over 53;5 or more people
467733;M;Yes;No;Executive;High;Over 53;3 or 4 people
467734;M;Yes;Yes;Lawyer;High;Over 53;2 people
467735;M;No;Yes;Doctor;Low;Under 30;2 people
467737;F;Yes;Yes;Entertainment;Average;Between 41 and 53;2 people
467739;F;Yes;No;Artist;Average;Over 53;3 or 4 people
467740;M;No;No;Healthcare;Low;Under 30;3 or 4 people
467741;M;No;No;Healthcare;Low;Under 30;3 or 4 people
467749;M;No;No;Healthcare;Low;Under 30;5 or more people
467763;F;No;Yes;Artist;Low;Between 41 and 53;1 person
467767;F;No;No;Marketing;Low;Under 30;3 or 4 people
467768;M;Yes;Yes;Doctor;Average;Over 53;2 people
467769;F;No;Yes;Doctor;Low;Between 30 and 41;1 person
467772;F;No;No;Marketing;Low;Between 30 and 41;2 people
467779;M;Yes;Yes;Doctor;Average;Between 41 and 53;3 or 4 people
467789;M;No;No;Healthcare;Low;Under 30;5 or more people
467798;F;No;No;;Low;Under 30;2 people
467802;F;Yes;Yes;Artist;High;Between 41 and 53;5 or more people
467803;F;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
467806;M;Yes;Yes;Artist;High;Over 53;2 people
467808;F;Yes;Yes;Artist;Average;Over 53;2 people
467812;M;No;Yes;Artist;Low;Between 41 and 53;1 person
467813;M;Yes;Yes;Entertainment;Low;Between 30 and 41;2 people
467815;F;Yes;Yes;Artist;Low;Over 53;2 people
467825;F;No;No;Marketing;Low;Under 30;5 or more people
467828;F;Yes;Yes;Artist;Average;Under 30;2 people
467838;M;Yes;Yes;Artist;Average;Over 53;2 people
467848;M;No;Yes;Artist;Low;Between 30 and 41;1 person
467849;F;Yes;Yes;Doctor;Low;Between 30 and 41;1 person
467852;F;No;Yes;Artist;Low;Between 30 and 41;1 person
467856;M;Yes;Yes;Artist;Low;Over 53;2 people
467860;F;No;Yes;Entertainment;Low;Between 30 and 41;1 person
467861;F;No;No;Artist;Low;Under 30;3 or 4 people
467864;F;Yes;Yes;Lawyer;High;Over 53;2 people
467865;F;No;Yes;Artist;Low;Between 30 and 41;1 person
467868;F;Yes;Yes;Entertainment;High;Over 53;2 people
467876;F;Yes;Yes;Artist;High;Between 41 and 53;2 people
467879;F;Yes;Yes;Artist;High;Between 41 and 53;3 or 4 people
467880;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
467882;F;No;Yes;Artist;Low;Between 30 and 41;1 person
467883;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
467888;M;No;No;Doctor;Low;Under 30;3 or 4 people
467891;F;No;Yes;Doctor;Low;Under 30;5 or more people
467892;M;No;No;Doctor;Low;Under 30;5 or more people
467894;M;Yes;Yes;Artist;Average;Over 53;2 people
467895;F;No;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
467898;F;Yes;Yes;Artist;Low;Over 53;1 person
467901;F;No;Yes;Entertainment;Low;Under 30;3 or 4 people
467904;F;No;Yes;Artist;Low;Between 30 and 41;1 person
467905;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
467911;M;Yes;Yes;Healthcare;Low;Over 53;3 or 4 people
467913;M;Yes;Yes;Artist;Low;Between 41 and 53;1 person
467915;F;No;No;Doctor;Low;Under 30;3 or 4 people
467917;F;No;Yes;Healthcare;Low;Under 30;3 or 4 people
467927;M;No;Yes;Doctor;Low;Under 30;5 or more people
467929;F;Yes;Yes;Artist;Average;Between 30 and 41;2 people
467930;M;Yes;Yes;Entertainment;Average;Between 41 and 53;2 people
467932;F;No;No;Healthcare;Low;Under 30;3 or 4 people
467933;F;No;No;Healthcare;Low;Under 30;3 or 4 people
467934;F;No;Yes;Artist;Low;Between 41 and 53;1 person
467938;M;Yes;Yes;Entertainment;Low;Between 41 and 53;1 person
467940;F;No;No;Marketing;Low;Under 30;3 or 4 people
467946;F;Yes;Yes;Artist;Low;Between 41 and 53;2 people
467948;F;No;No;Healthcare;Low;Under 30;3 or 4 people
467949;M;No;No;Healthcare;Low;Under 30;3 or 4 people
467950;F;No;Yes;Entertainment;Low;Between 30 and 41;2 people
467954;M;No;No;Healthcare;Low;Under 30;3 or 4 people
467958;F;No;Yes;Doctor;Low;Between 30 and 41;1 person
467960;F;No;Yes;Entertainment;Low;Over 53;2 people
467961;M;Yes;Yes;Executive;High;Between 41 and 53;5 or more people
467968;F;No;Yes;Healthcare;Low;Between 41 and 53;3 or 4 people
